Species,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
All sharks,26598,25203,24781,24440,20873,21524,26947,27934,30051,29346,27865,34552,21191,27531,24088,20070,26469,21245,20869,33132,31088,26775,36037,30735,37785,47671,34296,25516,22786,35189,30372,29009,37903,33547,31447,37271,36535,31042,30750,32030,52520,56929,69080,79980,89062,102723,95739,153997,133256,138841,136939,127533,104531,113475,116105,136048,136805,141221,140694,163005,194252,213805,204315,211863,196717
